,City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI,AQI_Bucket
5400,Bengaluru,2018-01-11,54.32,63.45,11.14,45.27,31.34,48.27,0.96,4.91,37.03,0.0,0.32,76.0,Satisfactory
5401,Bengaluru,2018-01-12,37.55,76.54,8.15,36.51,24.24,42.34,1.35,5.74,48.6,0.0,0.3,115.0,Moderate
5402,Bengaluru,2018-01-13,36.12,98.69,9.71,43.3,28.98,41.38,0.93,3.51,47.39,0.0,0.25,101.0,Moderate
5403,Bengaluru,2018-01-14,34.43,110.99,10.94,44.87,30.63,36.21,1.29,3.2,53.1,0.0,1.11,118.0,Moderate
5404,Bengaluru,2018-01-15,38.84,100.57,5.56,33.96,20.85,33.68,0.89,3.35,66.4,0.0,0.23,98.0,Satisfactory
5405,Bengaluru,2018-01-16,41.35,99.23,7.45,41.68,26.35,36.95,0.92,3.47,59.88,0.0,0.22,92.0,Satisfactory
5406,Bengaluru,2018-01-17,46.76,101.11,6.61,37.47,23.5,36.51,0.92,3.58,64.8,0.0,0.29,98.0,Satisfactory
5407,Bengaluru,2018-01-18,37.73,103.52,6.75,39.62,24.32,34.11,1.01,3.66,65.34,0.0,0.39,100.0,Satisfactory
5408,Bengaluru,2018-01-19,55.0,92.99,5.92,38.68,23.41,36.27,1.21,4.22,71.99,0.0,0.36,104.0,Moderate
5409,Bengaluru,2018-01-20,33.34,114.17,5.78,38.67,23.33,40.27,1.16,4.32,80.04,0.0,0.37,122.0,Moderate
5410,Bengaluru,2018-01-21,33.55,104.31,4.8,33.77,20.26,45.24,1.14,3.97,81.55,0.0,0.26,103.0,Moderate
5411,Bengaluru,2018-01-22,39.03,119.95,3.95,34.14,19.57,50.22,1.14,4.24,77.88,0.0,0.44,96.0,Satisfactory
5412,Bengaluru,2018-01-23,48.08,132.27,4.23,35.2,20.22,57.58,1.24,4.59,60.85,0.08,0.39,102.0,Moderate
5413,Bengaluru,2018-01-24,45.88,125.43,8.52,44.92,28.47,68.02,1.19,4.59,43.36,0.2,0.39,104.0,Moderate
5414,Bengaluru,2018-01-25,39.93,129.02,5.5,33.76,20.55,64.75,1.06,4.19,56.22,0.0,0.35,101.0,Moderate
5415,Bengaluru,2018-01-26,39.28,117.17,4.06,32.42,18.82,57.65,0.94,4.24,63.78,0.0,0.39,98.0,Satisfactory
5416,Bengaluru,2018-01-27,47.03,143.26,5.03,36.38,21.59,57.83,1.04,4.21,61.21,0.04,0.46,104.0,Moderate
5417,Bengaluru,2018-01-28,39.38,124.79,3.93,30.66,18.06,58.16,0.89,4.28,62.46,0.0,0.29,109.0,Moderate
5418,Bengaluru,2018-01-29,33.47,114.19,4.67,36.21,20.86,60.91,1.05,4.17,55.34,0.0,0.29,94.0,Satisfactory
5419,Bengaluru,2018-01-30,53.56,115.21,4.15,32.79,18.96,70.16,0.99,3.89,56.31,0.0,0.4,99.0,Satisfactory
5420,Bengaluru,2018-01-31,37.93,112.97,4.4,36.09,20.81,73.36,1.06,4.07,52.6,0.0,0.46,109.0,Moderate
5421,Bengaluru,2018-02-01,33.99,106.5,9.03,49.14,31.0,81.64,1.08,5.01,41.2,0.0,0.41,94.0,Satisfactory
5422,Bengaluru,2018-02-02,29.63,103.77,5.9,42.78,25.09,75.97,1.44,4.38,49.36,0.0,1.34,118.0,Moderate
5423,Bengaluru,2018-02-03,28.81,104.97,4.62,33.25,19.43,75.86,1.04,6.48,46.48,0.0,0.24,88.0,Satisfactory
5424,Bengaluru,2018-02-04,23.31,99.74,4.32,32.25,17.81,60.26,0.93,12.74,42.53,0.01,0.02,87.0,Satisfactory
5425,Bengaluru,2018-02-05,29.23,94.58,5.35,32.53,19.56,74.39,0.95,3.37,40.8,0.0,0.18,81.0,Satisfactory
5426,Bengaluru,2018-02-06,32.55,98.75,3.97,29.05,17.18,83.02,0.89,3.52,40.51,0.0,0.26,85.0,Satisfactory
5427,Bengaluru,2018-02-07,30.93,95.75,5.67,30.04,18.77,89.31,0.94,3.22,25.11,0.0,0.07,79.0,Satisfactory
5428,Bengaluru,2018-02-08,35.48,87.19,13.58,45.34,32.12,94.19,1.1,4.2,27.4,0.0,0.25,80.0,Satisfactory
5429,Bengaluru,2018-02-09,37.87,96.52,7.72,43.01,26.93,98.39,1.01,4.36,30.91,2.62,2.58,95.0,Satisfactory
5430,Bengaluru,2018-02-10,30.34,84.89,8.37,39.51,25.66,90.65,0.99,6.63,25.27,1.74,4.2,83.0,Satisfactory
5431,Bengaluru,2018-02-11,28.29,96.63,5.06,23.84,14.77,62.54,0.88,3.42,38.11,0.64,0.92,76.0,Satisfactory
5548,Bengaluru,2018-06-08,19.28,21.36,9.94,15.8,16.94,18.55,0.91,6.23,11.05,0.05,0.64,50.0,Good
5555,Bengaluru,2018-06-15,61.43,33.51,9.95,23.54,21.94,54.13,1.01,3.21,18.53,0.85,1.74,83.0,Satisfactory
5556,Bengaluru,2018-06-16,22.24,43.59,9.44,18.63,20.74,65.66,1.09,3.24,13.77,1.22,2.42,106.0,Moderate
5557,Bengaluru,2018-06-17,17.38,42.66,9.08,15.39,18.77,65.85,1.06,3.83,8.71,0.88,1.8,55.0,Satisfactory
5558,Bengaluru,2018-06-18,13.38,100.6,9.51,14.75,19.88,52.88,1.15,4.93,11.02,0.78,1.56,69.0,Satisfactory
5559,Bengaluru,2018-06-19,32.62,100.12,8.27,12.51,17.4,39.88,1.06,4.53,14.71,0.64,1.24,81.0,Satisfactory
5560,Bengaluru,2018-06-20,13.64,73.69,8.31,14.01,18.08,39.82,1.06,4.83,21.95,0.57,1.2,69.0,Satisfactory
5561,Bengaluru,2018-06-21,16.71,76.66,7.76,20.26,20.93,39.87,1.02,5.1,25.83,0.53,1.18,64.0,Satisfactory
5562,Bengaluru,2018-06-22,18.94,79.08,10.67,31.69,27.45,40.19,1.02,4.68,26.92,0.53,1.22,64.0,Satisfactory
5563,Bengaluru,2018-06-23,23.76,55.83,9.93,23.67,22.5,43.21,1.03,4.7,17.71,0.68,1.45,66.0,Satisfactory
5564,Bengaluru,2018-06-24,21.84,73.73,7.93,15.51,18.69,43.75,0.98,4.64,15.09,0.3,0.83,64.0,Satisfactory
5565,Bengaluru,2018-06-25,51.82,70.62,6.93,14.77,16.14,39.41,1.01,4.79,14.73,0.36,1.09,87.0,Satisfactory
5566,Bengaluru,2018-06-26,32.62,56.97,5.69,13.9,13.51,42.98,0.93,4.78,18.29,0.34,0.86,92.0,Satisfactory
5567,Bengaluru,2018-06-27,11.68,42.25,4.95,15.17,12.58,42.71,1.02,4.87,16.43,0.36,0.93,60.0,Satisfactory
5568,Bengaluru,2018-06-28,9.23,34.44,6.3,17.93,14.8,42.01,0.99,5.5,15.6,0.5,1.13,57.0,Satisfactory
5569,Bengaluru,2018-06-29,11.93,44.86,10.26,17.94,17.54,37.54,0.99,5.95,17.84,0.54,1.32,51.0,Satisfactory
5570,Bengaluru,2018-06-30,18.23,65.8,32.78,33.04,38.97,26.36,1.0,6.63,10.67,0.88,2.0,66.0,Satisfactory
5571,Bengaluru,2018-07-01,19.15,64.03,24.59,22.68,32.18,26.09,0.89,6.11,11.29,2.3,5.82,72.0,Satisfactory
5572,Bengaluru,2018-07-02,16.29,55.13,28.13,27.31,31.9,24.06,0.88,6.9,16.14,0.64,2.13,63.0,Satisfactory
5573,Bengaluru,2018-07-03,21.63,62.68,23.02,20.07,28.51,20.48,0.87,7.51,16.04,0.66,3.0,63.0,Satisfactory
5574,Bengaluru,2018-07-04,18.55,71.37,17.71,15.35,23.4,22.71,0.79,6.49,14.42,0.58,3.48,60.0,Satisfactory
5575,Bengaluru,2018-07-05,20.36,74.52,17.18,17.48,24.0,21.44,0.82,6.47,15.83,0.55,3.5,61.0,Satisfactory
5576,Bengaluru,2018-07-06,21.44,58.91,17.06,16.86,23.64,22.71,0.86,6.63,15.59,0.52,3.34,65.0,Satisfactory
5577,Bengaluru,2018-07-07,15.56,38.84,13.94,17.49,22.69,22.06,0.76,7.2,18.73,0.5,3.18,56.0,Satisfactory
5578,Bengaluru,2018-07-08,22.83,42.49,13.04,14.5,19.14,22.05,0.89,7.09,16.35,0.51,3.42,62.0,Satisfactory
5579,Bengaluru,2018-07-09,21.11,56.44,20.04,18.16,27.64,22.46,0.88,7.5,13.71,0.6,3.99,66.0,Satisfactory
5580,Bengaluru,2018-07-10,36.65,52.63,19.76,20.32,28.01,20.65,0.87,7.49,14.05,0.51,4.06,63.0,Satisfactory
5581,Bengaluru,2018-07-11,20.8,53.13,17.69,16.23,24.79,22.12,0.9,8.27,14.5,0.44,3.75,78.0,Satisfactory
5582,Bengaluru,2018-07-12,17.82,51.19,15.33,14.74,20.39,21.33,0.75,8.6,15.79,0.44,3.11,56.0,Satisfactory
5583,Bengaluru,2018-07-13,16.63,47.82,12.73,15.78,20.25,23.13,0.78,7.14,18.07,0.42,3.04,53.0,Satisfactory
5584,Bengaluru,2018-07-14,18.87,60.54,16.04,15.81,22.41,21.52,0.75,7.47,16.19,0.49,2.98,57.0,Satisfactory
5585,Bengaluru,2018-07-15,17.08,63.33,12.09,12.25,16.7,20.98,0.71,6.66,17.01,0.33,2.35,62.0,Satisfactory
5586,Bengaluru,2018-07-16,19.93,47.19,19.67,16.2,25.39,21.92,0.8,7.32,13.25,0.45,2.77,59.0,Satisfactory
5587,Bengaluru,2018-07-17,16.98,53.45,10.93,15.05,16.7,23.5,0.82,7.56,18.52,0.5,3.37,60.0,Satisfactory
5588,Bengaluru,2018-07-18,18.83,56.14,6.08,13.81,11.96,21.62,0.8,7.75,17.83,0.58,3.5,57.0,Satisfactory
5589,Bengaluru,2018-07-19,16.82,43.02,6.33,16.04,13.91,20.52,0.86,7.58,18.19,0.61,3.1,59.0,Satisfactory
5590,Bengaluru,2018-07-20,15.52,41.94,6.5,16.03,13.27,20.52,0.83,7.49,22.36,0.49,2.74,52.0,Satisfactory
5591,Bengaluru,2018-07-21,17.44,52.67,6.02,17.69,13.99,20.49,0.83,7.68,21.97,0.5,3.07,59.0,Satisfactory
5592,Bengaluru,2018-07-22,18.63,67.89,5.71,14.94,11.91,20.14,0.85,8.01,21.53,0.36,2.92,60.0,Satisfactory
5593,Bengaluru,2018-07-23,19.86,51.56,9.81,18.69,18.1,21.94,0.87,7.9,15.16,0.56,3.55,65.0,Satisfactory
5594,Bengaluru,2018-07-24,17.85,50.14,7.46,16.37,15.74,25.82,0.92,7.08,13.77,0.56,3.67,64.0,Satisfactory
5595,Bengaluru,2018-07-25,17.62,44.75,8.78,18.57,19.77,23.36,0.94,7.68,12.29,0.73,6.09,59.0,Satisfactory
5596,Bengaluru,2018-07-26,20.0,55.87,12.84,28.4,33.72,20.06,0.83,7.55,13.43,0.61,3.7,65.0,Satisfactory
5597,Bengaluru,2018-07-27,22.28,64.9,8.27,21.86,22.7,18.75,0.76,7.46,15.22,0.61,3.91,68.0,Satisfactory
5598,Bengaluru,2018-07-28,21.05,64.54,6.85,17.94,15.78,18.96,0.77,6.84,16.19,0.38,2.97,59.0,Satisfactory
5599,Bengaluru,2018-07-29,20.1,57.53,6.38,15.62,14.34,20.18,0.79,6.51,15.94,0.38,2.79,66.0,Satisfactory
5600,Bengaluru,2018-07-30,22.92,65.5,15.82,18.15,23.4,22.04,0.97,7.18,14.61,0.66,3.24,64.0,Satisfactory
5601,Bengaluru,2018-07-31,20.96,67.39,16.68,19.01,26.45,22.48,0.75,6.44,15.43,0.48,3.1,62.0,Satisfactory
5602,Bengaluru,2018-08-01,20.59,68.6,17.54,22.78,29.88,21.15,0.83,6.0,14.61,0.55,3.09,66.0,Satisfactory
5603,Bengaluru,2018-08-02,20.73,68.41,12.55,19.33,24.09,20.75,0.83,6.28,15.23,0.4,2.59,68.0,Satisfactory
5604,Bengaluru,2018-08-03,23.34,71.35,17.03,18.78,26.75,20.61,0.9,6.5,12.05,1.27,3.96,72.0,Satisfactory
5605,Bengaluru,2018-08-04,27.61,94.02,23.36,18.82,31.52,20.08,0.9,6.8,12.14,0.59,3.09,77.0,Satisfactory
5606,Bengaluru,2018-08-05,20.75,81.19,17.45,15.27,23.82,19.42,0.83,7.15,13.44,0.4,2.68,77.0,Satisfactory
5607,Bengaluru,2018-08-06,23.63,66.31,18.79,18.0,26.37,19.36,0.78,5.94,14.22,0.53,2.77,67.0,Satisfactory
5608,Bengaluru,2018-08-07,18.24,59.59,18.82,18.39,26.63,19.67,0.81,6.18,13.14,0.47,2.71,67.0,Satisfactory
5609,Bengaluru,2018-08-08,18.35,43.88,24.08,20.05,31.6,19.55,0.87,6.68,11.18,0.53,3.37,60.0,Satisfactory
5610,Bengaluru,2018-08-09,17.33,55.07,21.68,17.68,28.22,20.98,0.83,6.27,13.65,0.56,3.4,58.0,Satisfactory
5611,Bengaluru,2018-08-10,18.24,59.31,23.38,16.8,29.13,19.74,0.79,7.52,11.75,0.54,3.42,60.0,Satisfactory
5612,Bengaluru,2018-08-11,18.6,46.24,23.61,17.12,28.96,19.86,0.78,6.44,11.75,0.62,3.17,56.0,Satisfactory
5613,Bengaluru,2018-08-12,10.61,35.22,16.83,13.53,21.04,18.86,0.77,6.96,12.48,0.6,2.52,57.0,Satisfactory
5614,Bengaluru,2018-08-13,11.4,39.72,18.47,15.3,25.47,18.9,0.8,5.96,11.69,0.45,2.52,53.0,Satisfactory
5615,Bengaluru,2018-08-14,13.1,31.87,20.8,17.12,30.21,18.01,0.89,6.34,11.02,0.53,2.73,60.0,Satisfactory
5616,Bengaluru,2018-08-15,15.35,36.24,17.91,15.93,26.23,19.41,0.85,6.35,11.1,0.46,2.75,59.0,Satisfactory
5617,Bengaluru,2018-08-16,12.86,38.58,14.92,16.13,23.99,20.34,0.68,5.58,15.54,0.37,2.17,52.0,Satisfactory
5618,Bengaluru,2018-08-17,16.77,52.28,16.77,15.35,25.21,17.01,0.67,5.76,14.21,0.41,2.41,48.0,Good
5619,Bengaluru,2018-08-18,20.09,65.73,15.73,15.9,24.67,17.14,0.73,6.76,14.37,0.33,2.25,57.0,Satisfactory
5620,Bengaluru,2018-08-19,16.78,52.97,13.99,16.35,24.39,16.94,0.69,6.44,15.56,0.35,2.05,59.0,Satisfactory
5621,Bengaluru,2018-08-20,24.78,67.41,19.12,18.52,30.67,19.27,0.74,6.65,14.54,0.41,2.12,53.0,Satisfactory
5622,Bengaluru,2018-08-21,20.61,77.55,18.5,17.55,29.4,22.57,0.77,5.95,16.38,0.44,1.74,69.0,Satisfactory
5623,Bengaluru,2018-08-22,20.75,74.0,19.51,17.29,30.51,21.02,0.78,6.92,16.23,0.38,1.78,65.0,Satisfactory
5624,Bengaluru,2018-08-23,17.29,52.66,22.31,17.95,32.44,21.4,0.9,7.32,13.6,0.43,2.12,63.0,Satisfactory
5625,Bengaluru,2018-08-24,18.74,60.28,22.92,18.94,34.56,21.91,0.82,7.81,12.61,0.54,2.52,62.0,Satisfactory
5626,Bengaluru,2018-08-25,22.36,75.89,24.38,19.62,36.32,25.09,0.92,7.61,12.01,0.5,2.19,67.0,Satisfactory
5627,Bengaluru,2018-08-26,18.42,60.03,21.34,18.03,31.57,23.73,0.93,7.07,13.19,0.29,1.83,70.0,Satisfactory
5628,Bengaluru,2018-08-27,19.86,64.68,25.62,19.41,36.57,24.91,0.86,7.09,10.61,0.43,2.13,62.0,Satisfactory
5629,Bengaluru,2018-08-28,21.93,63.28,20.83,18.83,31.9,22.82,0.81,6.5,12.42,0.3,2.02,64.0,Satisfactory
5630,Bengaluru,2018-08-29,20.52,49.08,16.42,18.42,30.96,21.16,0.87,6.94,10.52,0.48,2.93,68.0,Satisfactory
5631,Bengaluru,2018-08-30,23.33,66.23,22.69,17.92,32.55,19.65,0.79,7.56,11.59,0.32,2.43,68.0,Satisfactory
5632,Bengaluru,2018-08-31,19.74,57.18,24.42,23.85,38.66,24.71,0.83,7.34,12.01,0.33,2.33,64.0,Satisfactory
5633,Bengaluru,2018-09-01,23.62,78.59,18.31,18.76,29.17,22.74,0.8,7.25,15.32,0.29,2.03,68.0,Satisfactory
5634,Bengaluru,2018-09-02,21.84,69.2,16.09,17.44,26.12,19.52,0.76,8.3,17.84,0.27,2.0,66.0,Satisfactory
5635,Bengaluru,2018-09-03,25.06,73.19,24.51,20.87,36.16,18.8,0.87,8.66,16.89,0.33,2.25,63.0,Satisfactory
5636,Bengaluru,2018-09-04,32.78,81.02,21.82,26.03,37.81,21.32,0.91,8.63,18.24,0.97,3.29,76.0,Satisfactory
5637,Bengaluru,2018-09-05,25.32,77.04,19.25,21.06,31.97,20.18,0.85,7.69,18.23,0.31,2.47,78.0,Satisfactory
5638,Bengaluru,2018-09-06,25.21,71.56,20.52,21.41,33.3,19.48,0.8,8.53,17.79,0.31,2.16,66.0,Satisfactory
5639,Bengaluru,2018-09-07,27.2,66.34,20.06,20.41,32.1,19.09,0.79,8.27,16.77,0.35,2.18,70.0,Satisfactory
5640,Bengaluru,2018-09-08,18.32,47.45,9.29,19.4,23.04,18.31,0.75,7.58,17.16,0.18,1.77,63.0,Satisfactory
5641,Bengaluru,2018-09-09,19.07,56.66,9.72,23.74,25.42,19.12,0.82,7.65,23.36,0.23,1.83,64.0,Satisfactory
5642,Bengaluru,2018-09-10,28.1,72.52,8.51,29.62,28.16,23.38,0.96,7.71,21.64,0.36,2.42,73.0,Satisfactory
5643,Bengaluru,2018-09-11,30.34,79.46,12.1,34.78,35.58,24.82,0.95,6.95,32.98,0.46,3.12,90.0,Satisfactory
5644,Bengaluru,2018-09-12,24.47,73.31,16.57,38.97,42.15,22.64,0.96,7.44,33.73,0.39,2.72,91.0,Satisfactory
5645,Bengaluru,2018-09-13,29.84,76.26,14.04,38.83,39.47,26.39,0.99,8.27,21.83,0.43,2.93,88.0,Satisfactory
5646,Bengaluru,2018-09-14,27.72,76.6,14.95,42.11,42.26,30.61,0.98,7.55,32.17,0.43,2.77,94.0,Satisfactory
5647,Bengaluru,2018-09-15,24.1,56.2,15.31,40.13,41.69,26.97,0.95,7.46,25.3,0.35,3.2,77.0,Satisfactory
5648,Bengaluru,2018-09-16,24.43,55.34,26.3,35.93,46.22,25.87,0.96,8.26,19.68,0.42,3.32,73.0,Satisfactory
5649,Bengaluru,2018-09-17,19.03,49.62,23.91,30.55,41.59,23.55,0.83,7.87,11.82,0.39,2.78,74.0,Satisfactory
5650,Bengaluru,2018-09-18,19.86,64.1,17.97,24.34,32.53,23.56,0.76,7.24,13.4,0.41,2.25,65.0,Satisfactory
5651,Bengaluru,2018-09-19,20.21,69.15,12.96,23.2,28.88,20.72,0.76,7.82,16.89,0.33,1.75,65.0,Satisfactory
5652,Bengaluru,2018-09-20,25.55,74.65,28.53,41.9,54.46,20.6,0.89,7.22,18.67,1.01,3.09,79.0,Satisfactory
5653,Bengaluru,2018-09-21,26.75,81.33,15.97,33.38,37.62,21.57,0.8,6.83,19.11,0.56,2.33,87.0,Satisfactory
5654,Bengaluru,2018-09-22,24.45,80.93,21.53,30.37,40.33,20.87,0.83,7.24,21.83,0.72,2.77,77.0,Satisfactory
5655,Bengaluru,2018-09-23,30.84,75.04,13.19,38.12,39.6,24.26,0.85,7.1,26.8,0.56,2.49,87.0,Satisfactory
5656,Bengaluru,2018-09-24,22.6,56.12,16.43,35.0,37.99,22.95,0.93,6.7,29.89,0.71,2.62,85.0,Satisfactory
5657,Bengaluru,2018-09-25,26.76,63.24,19.45,40.97,45.05,20.27,0.99,6.79,22.54,1.01,3.04,78.0,Satisfactory
5658,Bengaluru,2018-09-26,31.25,76.66,12.51,28.45,32.14,17.5,0.87,6.76,23.35,0.95,2.57,85.0,Satisfactory
5659,Bengaluru,2018-09-27,29.24,72.24,13.98,30.94,37.06,14.07,0.94,6.59,20.67,1.03,2.73,80.0,Satisfactory
5660,Bengaluru,2018-09-28,26.36,77.69,13.23,27.64,34.42,15.1,0.8,6.14,14.86,0.53,2.04,78.0,Satisfactory
5661,Bengaluru,2018-09-29,17.35,64.18,13.34,25.67,33.62,13.5,0.79,6.06,12.5,0.47,1.68,75.0,Satisfactory
5662,Bengaluru,2018-09-30,25.28,62.82,13.1,23.56,31.12,15.14,0.81,5.67,16.11,0.4,1.53,70.0,Satisfactory
5663,Bengaluru,2018-10-01,21.61,66.61,14.5,25.53,34.21,14.76,0.87,6.59,18.94,0.31,1.44,82.0,Satisfactory
5664,Bengaluru,2018-10-02,14.51,51.79,11.08,19.67,26.83,13.69,0.74,6.36,15.9,0.23,1.19,67.0,Satisfactory
5665,Bengaluru,2018-10-03,15.17,52.6,12.05,20.76,27.91,13.57,0.76,6.27,16.22,0.18,1.04,65.0,Satisfactory
5666,Bengaluru,2018-10-04,21.47,46.9,16.7,21.67,32.94,13.65,0.8,6.52,8.9,0.32,1.3,65.0,Satisfactory
5667,Bengaluru,2018-10-05,13.99,40.41,15.24,19.47,29.23,14.61,0.78,6.96,11.69,0.25,1.18,62.0,Satisfactory
5668,Bengaluru,2018-10-06,14.0,42.0,14.33,19.84,29.19,12.98,0.78,6.52,10.5,0.32,1.3,56.0,Satisfactory
5669,Bengaluru,2018-10-07,20.86,69.05,13.17,23.91,32.48,14.74,0.74,6.73,16.31,0.23,0.81,62.0,Satisfactory
5670,Bengaluru,2018-10-08,32.94,96.04,12.11,26.49,34.31,15.77,0.79,6.84,18.26,0.38,1.0,73.0,Satisfactory
5671,Bengaluru,2018-10-09,31.82,91.63,14.75,32.27,41.65,14.37,0.85,6.89,22.25,0.94,2.0,80.0,Satisfactory
5672,Bengaluru,2018-10-10,40.93,109.21,18.56,34.32,47.59,14.9,0.81,6.48,23.46,2.07,3.07,93.0,Satisfactory
5673,Bengaluru,2018-10-11,55.08,147.26,30.58,43.63,63.94,15.2,0.99,6.55,21.65,2.79,5.59,110.0,Moderate
5674,Bengaluru,2018-10-12,56.31,151.57,30.12,44.04,60.98,14.22,0.93,6.53,22.96,1.46,3.95,115.0,Moderate
5675,Bengaluru,2018-10-13,72.74,158.69,23.04,41.95,57.57,16.09,0.9,6.35,28.02,1.68,3.7,167.0,Moderate
5676,Bengaluru,2018-10-14,48.48,100.3,6.99,26.49,28.07,13.1,0.8,6.28,34.33,0.72,2.36,116.0,Moderate
5677,Bengaluru,2018-10-15,41.44,88.52,9.88,28.25,31.68,14.07,0.88,6.36,23.25,1.32,3.76,88.0,Satisfactory
5678,Bengaluru,2018-10-16,35.37,94.07,10.95,26.88,31.15,12.5,0.74,6.52,19.06,0.31,1.66,90.0,Satisfactory
5679,Bengaluru,2018-10-17,19.99,51.83,14.07,22.81,32.79,11.95,0.75,6.56,18.23,0.9,2.12,75.0,Satisfactory
5680,Bengaluru,2018-10-18,62.95,55.23,14.0,28.34,37.9,12.18,0.82,6.45,21.13,0.78,2.22,116.0,Moderate
5681,Bengaluru,2018-10-19,20.75,61.94,9.89,21.84,27.29,12.0,0.74,6.31,19.64,0.24,1.06,81.0,Satisfactory
5682,Bengaluru,2018-10-20,25.61,86.65,10.61,25.93,31.45,11.56,0.75,6.74,27.25,0.15,0.99,71.0,Satisfactory
5683,Bengaluru,2018-10-21,36.42,122.86,14.12,30.1,38.3,12.67,0.74,7.29,29.37,0.16,0.95,88.0,Satisfactory
5684,Bengaluru,2018-10-22,37.81,132.8,20.84,41.15,51.26,11.84,1.04,7.54,29.12,0.34,1.6,102.0,Moderate
5685,Bengaluru,2018-10-23,49.17,123.18,23.55,43.25,52.1,13.07,1.16,8.02,24.69,0.59,2.32,119.0,Moderate
5686,Bengaluru,2018-10-24,62.67,111.41,19.33,40.4,47.8,14.23,1.01,8.31,24.3,0.56,1.78,132.0,Moderate
5687,Bengaluru,2018-10-25,46.34,121.55,17.54,36.95,45.09,16.93,1.02,6.52,25.3,0.48,1.87,110.0,Moderate
5688,Bengaluru,2018-10-26,50.19,123.42,14.97,40.42,46.02,22.94,1.01,7.67,30.95,0.46,2.07,101.0,Moderate
5689,Bengaluru,2018-10-27,39.65,112.7,15.66,45.83,51.24,20.03,1.03,6.75,37.95,0.51,2.22,107.0,Moderate
5690,Bengaluru,2018-10-28,37.32,96.1,15.03,45.79,47.93,19.55,0.97,6.29,38.38,0.53,2.61,108.0,Moderate
5691,Bengaluru,2018-10-29,36.11,101.84,26.17,56.14,65.76,18.69,1.12,7.03,35.49,0.76,3.56,103.0,Moderate
5692,Bengaluru,2018-10-30,40.12,109.55,31.63,58.13,73.78,19.22,1.19,6.8,28.94,0.81,3.44,125.0,Moderate
5693,Bengaluru,2018-10-31,40.02,106.07,16.33,42.16,46.05,20.09,1.06,5.81,26.11,0.63,2.78,107.0,Moderate
5694,Bengaluru,2018-11-01,20.96,66.49,16.9,31.6,37.49,16.25,0.95,7.01,23.72,0.44,1.92,92.0,Satisfactory
5695,Bengaluru,2018-11-02,17.57,56.53,12.79,24.14,29.12,16.35,0.96,6.14,16.57,0.36,1.68,84.0,Satisfactory
5696,Bengaluru,2018-11-03,21.42,63.23,11.8,24.36,28.45,16.22,1.1,6.46,20.21,0.32,1.66,82.0,Satisfactory
5697,Bengaluru,2018-11-04,21.84,77.72,9.14,22.91,25.74,15.52,0.82,6.17,27.03,0.29,1.53,74.0,Satisfactory
5698,Bengaluru,2018-11-05,23.98,90.86,11.81,28.89,32.92,15.31,1.03,6.14,21.7,0.39,1.77,81.0,Satisfactory
5699,Bengaluru,2018-11-06,41.38,116.55,11.41,30.42,34.18,15.25,1.12,7.11,20.31,0.66,2.3,110.0,Moderate
5700,Bengaluru,2018-11-07,57.03,107.56,11.01,31.2,34.22,15.57,1.04,7.8,27.35,0.46,1.85,97.0,Satisfactory
5701,Bengaluru,2018-11-08,61.98,108.02,14.54,32.99,38.24,15.34,0.99,7.7,23.63,0.55,2.04,144.0,Moderate
5702,Bengaluru,2018-11-09,33.68,98.45,11.58,29.99,32.31,15.66,0.99,5.77,25.02,0.44,1.88,94.0,Satisfactory
5703,Bengaluru,2018-11-10,50.36,88.44,14.78,35.38,39.15,17.41,1.05,4.97,29.27,0.76,2.66,96.0,Satisfactory
5704,Bengaluru,2018-11-11,55.48,101.12,16.45,37.67,43.57,17.68,1.11,5.67,34.04,0.8,2.94,105.0,Moderate
5705,Bengaluru,2018-11-12,63.66,120.24,32.73,47.6,65.11,18.69,1.38,6.65,25.83,1.47,4.39,113.0,Moderate
5706,Bengaluru,2018-11-13,71.05,130.84,25.65,50.42,59.92,18.82,1.46,7.96,28.07,1.87,5.53,143.0,Moderate
5707,Bengaluru,2018-11-14,77.53,143.53,40.06,56.64,77.83,21.93,1.57,7.78,25.98,1.91,5.63,143.0,Moderate
5708,Bengaluru,2018-11-15,58.35,105.52,21.57,43.91,50.94,20.58,1.43,6.5,17.61,1.14,3.95,141.0,Moderate
5709,Bengaluru,2018-11-16,25.1,59.99,11.77,28.79,31.59,18.74,1.05,5.06,19.48,0.33,1.9,88.0,Satisfactory
5710,Bengaluru,2018-11-17,49.2,96.6,7.31,28.7,28.53,17.03,1.02,5.2,35.62,0.36,1.46,84.0,Satisfactory
5711,Bengaluru,2018-11-18,41.2,83.45,9.24,20.87,25.94,16.24,1.01,5.38,26.38,0.21,1.09,91.0,Satisfactory
5712,Bengaluru,2018-11-19,19.95,61.66,13.0,22.54,28.63,14.46,1.1,5.57,13.5,0.28,1.36,77.0,Satisfactory
5713,Bengaluru,2018-11-20,25.85,67.23,15.66,28.52,35.0,15.63,1.09,5.21,16.08,0.37,1.8,77.0,Satisfactory
5714,Bengaluru,2018-11-21,33.31,71.11,11.66,28.34,32.46,16.38,1.02,5.74,21.91,0.3,1.85,81.0,Satisfactory
5715,Bengaluru,2018-11-22,17.95,39.52,13.98,24.12,30.52,15.83,1.03,5.89,11.65,0.3,1.81,73.0,Satisfactory
